csv_link,description,name
http://data.ok.gov/sites/default/files/res_ap_support_program_%28avid%29_2ses-bjsy.csv,Increase the percentage of public school districts participating in the Advanced Placement (AP) support program (AVID) from 3% in 2014 to 7% by 2018.,"
      AP Support Program (AVID)    "
http://data.ok.gov/sites/default/files/res_ap_coursework_offerings_-_line_chart_u3mq-3n3p.csv,Increase the number of school sites offering Advanced Placement (AP) courses from 256 in 2014 to 266 by 2018.,"
      AP Coursework Offerings    "
http://data.ok.gov/sites/default/files/res_childhood_immunization_-_column_chart_hvuf-uxun.csv,Increase the coverage rates for the childhood immunization series from 61% in 2012 to 80% by 2018.,"
      Childhood Immunization    "
http://data.ok.gov/sites/default/files/res_funding_summary_-_fiscal_year_2013_u7b8-byas.csv,"The Funding dataset provides information for the current fiscal year (to-date) and the three prior fiscal years. The funding information is first presented by high-level funding categories including:,Each Funding category (class) may be further viewed by sub-class and detail funding type.","
      Funding Summary - Fiscal Year 2013    "
http://data.ok.gov/sites/default/files/res_funding_summary_-_fiscal_year_2008_a2xj-nhth.csv,"The Funding dataset provides information for the current fiscal year (to-date) and the three prior fiscal years. The funding information is first presented by high-level funding categories including:,Each Funding category (class) may be further viewed by sub-class and detail funding type.","
      Funding Summary - Fiscal Year 2008    "
http://data.ok.gov/sites/default/files/res_funding_summary_-_fiscal_year_2011_n9gh-irbu.csv,"The Funding dataset provides information for the current fiscal year (to-date) and the three prior fiscal years. The funding information is first presented by high-level funding categories including:,Each Funding category (class) may be further viewed by sub-class and detail funding type.","
      Funding Summary - Fiscal Year 2011    "
http://data.ok.gov/sites/default/files/res_expenditure_summary_-_fiscal_year_2013_35vw-vs22.csv,"Provides expenditure data summarized by each agency and general ledger account. The general ledger account may be viewed by major class, sub-class or detail expenditure code. Examples of the major class expenditure category include:","
      Expenditure Summary - Fiscal Year 2013    "
http://data.ok.gov/sites/default/files/res_expenditure_summary_-_fiscal_year_2011_35sq-wrr4.csv,"Provides expenditure data summarized by each agency and general ledger account. The general ledger account may be viewed by major class, sub-class or detail expenditure code. Examples of the major class expenditure category include:","
      Expenditure Summary - Fiscal Year 2011    "
http://data.ok.gov/sites/default/files/res_careertech_post-graduation_placement_3fgt-eh7z.csv,"Increase the percentage of CareerTech graduates that are employed, enter the military, and/or continue education related to their field of study from 84% in 2013 to 89% by 2018.","
      CareerTech Post-Graduation Placement    "
http://data.ok.gov/sites/default/files/res_careertech_industry_credentials_-_line_chart_6q8f-eceb.csv,"Increase the number of CareerTech industry credentials from 12,551 in 2013 to 13,806 by 2018.","
      CareerTech Industry Credentials    "
http://data.ok.gov/sites/default/files/res_funding_summary_-_fiscal_year_2009_5sui-v8ct.csv,"The Funding dataset provides information for the current fiscal year (to-date) and the three prior fiscal years. The funding information is first presented by high-level funding categories including:,Each Funding category (class) may be further viewed by sub-class and detail funding type.","
      Funding Summary - Fiscal Year 2009    "
http://data.ok.gov/sites/default/files/res_expenditure_summary_-_fiscal_year_2009_hdrp-he47.csv,"Provides expenditure data summarized by each agency and general ledger account. The general ledger account may be viewed by major class, sub-class or detail expenditure code. Examples of the major class expenditure category include:","
      Expenditure Summary - Fiscal Year 2009    "
http://data.ok.gov/sites/default/files/res_dams_modified_for_safety_jvd2-k4x8.csv,Increase the cumulative number of dams modified to meet state dam safety criteria from 35 in 2014 to 49 by 2017.,"
      Dams Modified For Safety    "
http://data.ok.gov/sites/default/files/res_contaminated_land_acres_cleaned_-_line_chart_3j3z-q289.csv,Maintain the number of contaminated land acres cleaned at 100 acres every year through 2017.,"
      Contaminated Land Acres Cleaned    "
http://data.ok.gov/sites/default/files/res_concurrent_enrollment_-_line_chart_brp3-5z9g.csv,"Increase the number of Concurrent Enrollment hours that have been completed by incoming college freshman from 103,055 in 2014 to 105,979 by 2018.","
      Concurrent Enrollment    "
http://data.ok.gov/sites/default/files/res_college_readiness_benchmarks_-_column_chart_gr6k-s3ps.csv,Increase the percentage of high school graduates meeting college readiness benchmarks on the ACT and SAT from 56% in 2014 to 62% by 2017.,"
      College Readiness Benchmarks    "
http://data.ok.gov/sites/default/files/res_company_paid_training_hours_snrm-tshx.csv,"Increase the number of CareerTech company-paid training contact hours from 1,134,481 in 2013 to 1,516,370 by 2018.","
      Company Paid Training Hours    "
http://data.ok.gov/sites/default/files/res_citizen_perception_of_safety_bfqt-vfca.csv,Increase the percentage of citizens who rate their communities as “Somewhat Safe” or better from 90.1% in 2011 to 95% by 2018.,"
      Citizen Perception of Safety    "
http://data.ok.gov/sites/default/files/res_child_reunification_-_line_chart_rgfa-c5jb.csv,Increase the percentage of children who reunify with their family within 12 months of first entry into foster care from 58.7% in 2013 to 69.90% by 2019,"
      Child Reunification    "
http://data.ok.gov/sites/default/files/res_cncs_volunteer_service_hours_-_line_chart_i3dr-bb75.csv,"Increase the number of service hours provided in the Corporation for National and Community Services Volunteer Programs (CNCS) from 1,654,783 in 2014 to 2,150,434 by 2017.","
      CNCS Volunteer Service Hours    "
http://data.ok.gov/sites/default/files/res_consumer-directed_personal_assistance_services_%26_supports_%28cd-pass%29_program_xy95-ixep.csv,"Increase the number of eligible Oklahomans enrolled in the Consumer-Directed Personal Assistance Services & Supports (CD-PASS) Service Option of the ADvantage program from 755 in State Fiscal Year SFY)-2014 to 1,256 by SFY-2018.","
      Consumer-Directed Personal Assistance Services & Supports (CD-Pass) Program    "
http://data.ok.gov/sites/default/files/res_energy_employment_bit8-as5a.csv,"Increase Energy employment from 120,751 in 2013 to 128,161 by 2017.","
      Energy Employment    "
http://data.ok.gov/sites/default/files/res_e-coli_water_contaminent_levels_bgu2-it6w.csv,Decrease the percentage of public water supplies with maximum contaminant level violations for E-coli from 0.7% in 2013 to 0.5% by 2017.,"
      E-coli Water Contaminent Levels    "
http://data.ok.gov/sites/default/files/res_elderly_falls_-_line_chart_y69j-a5p4.csv,"Decrease the rate of unintentional fall-related injury fatalities of older adults from 80.1 per 100,000 in 2013 to 68.1 per 100,000 by 2017.","
      Elderly Falls    "
http://data.ok.gov/sites/default/files/res_child_mental_health_treatment_-_line_chart_fkvh-8k7q.csv,"Increase the number of eligible children receiving mental health treatment from 87,500 in 2014 to 91,000 by 2018.","
      Child Mental Health Treatment    "
http://data.ok.gov/sites/default/files/res_early_learning_services_bjuj-r5yy.csv,"Increase the number of families receiving early learning home visiting services from 7,517 in 2014 to 7,893 by 2019.","
      Early Learning Services    "
http://data.ok.gov/sites/default/files/res_disability_clients_employment_vepx-xybf.csv,Increase the percentage of Department of Rehabilitation Services clients with disabilities who find employment from 55% in 2014 to 65% by 2018.,"
      Disability Clients Employment    "
http://data.ok.gov/sites/default/files/res_emergency_operating_center_tools_-_line_chart_darw-vmee.csv,Increase the percentage of local jurisdictions utilizing Emergency Operating Center resource management tools from 50% in 2014 to 70% by 2017.,"
      Emergency Operating Center Tools    "
http://data.ok.gov/sites/default/files/res_health_professional_shortage_areas_di7f-4fnk.csv,Increase the percentage of health care access to citizens within designated Primary Care Health Professional Shortage Areas (HSPA) from 64% in 2014 to 74% by 2019.,"
      Health Professional Shortage Areas    "
http://data.ok.gov/sites/default/files/res_degrees_and_certificates_-_line_chart_skjr-z8np.csv,"Increase the number of degrees and certificates obtained from 40,484 in 2014 to 47,284 by 2018.","
      Degrees And Certificates    "
http://data.ok.gov/sites/default/files/res_data_downloads_-_line_chart_ds8q-qjz7.csv,"Increase the total data downloads from Data.OK.gov from 24,964 in 2013 to 75,000 by 2018.","
      Data Downloads    "
http://data.ok.gov/sites/default/files/res_health_care_cost_growth_2rx6-rfwj.csv,Limit state-purchased health care cost growth to 2% less than the projected national health expenditures average every year through 2019.,"
      Health Care Cost Growth    "
http://data.ok.gov/sites/default/files/res_fruit_intake_-_column_chart_eyft-hbfk.csv,Increase the median intake of fruits from 0.9 times per day in 2012 to 1.3 times per day by 2017.,"
      Fruit Intake    "
http://data.ok.gov/sites/default/files/res_foster_home_placement_-_line_chart_ydxw-z6qy.csv,Increase the percentage of children who experience two or fewer foster home placement settings within a 12 month period from 72.9% in 2013 to 83.3% by 2019.,"
      Foster Home Placement    "
http://data.ok.gov/sites/default/files/res_early_prenatal_care_y994-qzdw.csv,Increase the percentage of pregnant women who receive prenatal care beginning in the first trimester from 68.4% in 2012 to 71.9% by 2018.,"
      Early Prenatal Care    "
http://data.ok.gov/sites/default/files/res_head_start_enrollment_-_line_chart_svkb-68q4.csv,Increase the percentage of eligible children enrolled in Head Start from 61.3% in 2013 to 64% by 2018.,"
      Head Start Enrollment    "
http://data.ok.gov/sites/default/files/res_energy_exports_rufp-z258.csv,Increase Energy exports from $55.143 billion in 2013 to $62.064 billion by 2017.,"
      Energy Exports    "
http://data.ok.gov/sites/default/files/res_energy_star_certification_a57w-dtcg.csv,Increase the number of state-operated facilities that are eligible for Energy Star certification from 10 in 2012 to 25 by 2018.,"
      Energy Star Certification    "
http://data.ok.gov/sites/default/files/res_energy_sales_pt9q-kp3d.csv,Increase Energy sales from $69.991 billion in 2013 to $78.775 billion by 2017.,"
      Energy Sales    "
http://data.ok.gov/sites/default/files/res_debt_per_capita_4n6g-bz7s.csv,Maintain the State of Oklahoma debt per capita at less than the national average every year through 2018.,"
      Debt Per Capita    "
http://data.ok.gov/sites/default/files/res_offenders_re-_entering_workforce_7gnf-amum.csv,Increase the percentage of offenders re-entering the workforce with vocational training or certifications from 3.76% in 2013 to 6% by 2017.,"
      Offenders Re-Entering Workforce    "
http://data.ok.gov/sites/default/files/res_general_revenue_estimate_accuracy_kvqy-xvrp_0.csv,Maintain accurate general revenue estimates to ensure collections between 97% and 103% of the final annual estimate every year through 2018.,"
      General Revenue Estimate Accuracy    "
http://data.ok.gov/sites/default/files/res_request_for_exemption_from_competitive_bid_7ikm-sxss_0.csv,Requests from state agencies for acquisition of products without the competitive bid process.,"
      Request for Exemption from Competitive Bid    "
http://data.ok.gov/sites/default/files/res_total_energy_usage_g9au-g57y.csv,Decrease the total energy use index of state-owned facilities from 128.28 kBtu/square foot in 2012 to 109.04 kBtu/square foot by 2018.,"
      Total Energy Usage    "
http://data.ok.gov/sites/default/files/res_foster_care_entry_rate_-_line_chart_iefe-iemz.csv,"Reduce the foster care entry rate from 6.3 per 1,000 in 2013 to 4.9 per 1,000 by 2019 by increasing the number of children who remain safely in their own homes.","
      Foster Care Entry Rate    "
http://data.ok.gov/sites/default/files/res_expenditure_summary_-_fiscal_year_2010_k75n-maif.csv,"Provides expenditure data summarized by each agency and general ledger account. The general ledger account may be viewed by major class, sub-class or detail expenditure code. Examples of the major class expenditure category include:","
      Expenditure Summary - Fiscal Year 2010    "
http://data.ok.gov/sites/default/files/res_high_performing_schools_-_column_chart_pi7s-22va.csv,Increase the percentage of schools that receive an “A” on the Oklahoma A-F Report Card from 15.4% in 2014 to 20% by 2018.,"
      High Performing Schools    "
http://data.ok.gov/sites/default/files/res_heart_disease_deaths_-_column_chart_3a28-gndr.csv,"Decrease heart disease deaths from 9,703 in 2013 to 8,403 by 2019.","
      Heart Disease Deaths    "
http://data.ok.gov/sites/default/files/2015_Oklahoma_Public_School_DISTRICT_Directory.csv,Certified public school district and site contact information,"
      2015 Oklahoma Public School Directories    "
http://data.ok.gov/sites/default/files/res_healthy_lake_acres_bgw3-iag3.csv,Increase the percentage of healthy lake acres from 15% in 2012 to 17% by 2018.,"
      Healthy Lake Acres    "
http://data.ok.gov/sites/default/files/res_funding_summary_-_fiscal_year_2010_yhbd-sdyw.csv,"The Funding dataset provides information for the current fiscal year (to-date) and the three prior fiscal years. The funding information is first presented by high-level funding categories including:,Each Funding category (class) may be further viewed by sub-class and detail funding type.","
      Funding Summary - Fiscal Year 2010    "
http://data.ok.gov/sites/default/files/river_miles_a9w6-p4b2.csv,Increase the percentage of healthy stream/river miles from 7% in 2010 to 11% by 2018.,"
      Healthy Stream/River Miles    "
http://data.ok.gov/sites/default/files/res_high_school_dropout_rate_q8pz-79sc.csv,Decrease the high school dropout rate from 2.3% in 2013 to 1.5% by 2018.,"
      High School Dropout Rate    "
http://data.ok.gov/sites/default/files/res_teenage_birth_rate_-_line_chart_bjiy-iv4y.csv,"Decrease the rate of teen births between the ages of 15-17 from 20.5 per 1,000  in 2013 to 19.2 per 1,000 by 2018.","
      Teenage Birth Rate    "
http://data.ok.gov/sites/default/files/res_fiscal_year_2012_turnover_rate_by_job_family_level_cftp-ptzv.csv,Turnover rates by Job Family Level for employees in classified service with the State of Oklahoma.,"
      Fiscal Year 2012 Turnover Rate By Job Family Level    "
http://data.ok.gov/sites/default/files/res_high_school_graduation_rate_-_column_chart_7tgg-akr4.csv,Increase the high school graduation rate (Historical Cohort) from 84.7% in 2013 to 86.2% by 2018.,"
      High School Graduation Rate    "
http://data.ok.gov/sites/default/files/res_state_employee_turnover_rate_-_column_chart_s5ex-72x4.csv,Maintain the state employee turnover rate at or below the annual regional average of surrounding states every year through 2019.,"
      State Employee Turnover Rate    "
http://data.ok.gov/sites/default/files/res_turnover_by_service_time_2011_eba4-gndq.csv,Turnover by Service Time FY 2009-2013,"
      Turnover by Service Time FY 2009-2013    "
http://data.ok.gov/sites/default/files/res_unintentional_prescription_drug_deaths_3pd7-iydf.csv,"Decrease the rate of unintentional poisoning deaths involving prescription drugs from 13.3 per 100,000 in 2011 to 11.3 per 100,000 by 2017.","
      Unintentional Prescription Drug Deaths    "
http://data.ok.gov/sites/default/files/res_unintentional_deaths_-_line_chart_tbbp-shh5.csv,"Decrease the rate of unintentional injury death from 60.0 per 100,000 in 2013 to 51.0 per 100,000 by 2017.","
      Unintentional Deaths    "
http://data.ok.gov/sites/default/files/res_intentional_deaths_-_line_chart_vsvt-nmxb.csv,"Decrease the rate of intentional injury death from 22.8 per 100,000 in 2013 to 19.4 per 100,000 by 2017.","
      Intentional Deaths    "
http://data.ok.gov/sites/default/files/res_moodys_bond_rating_j3uz-tqvh.csv,Increase the Moodys bond rating of the State of Oklahoma from Aa2 in 2014 to Aa1 by 2018.,"
      Moodys Bond Rating    "
http://data.ok.gov/sites/default/files/WEBSITE%20MASTER%20LICENSE%20QUERY.csv,"A list of licensed Used Motor Vehicle Dealers (UD), Wholesale Dealers (WD), Automotive Dismantler (AD), Manufactured Home Dealers (MH), Manufactured Home Installers (I) and Manufactured Home Park Dealers (MHP). This list is updated weekly. For bond or insurance information, please contact the Commission at 405-521-3600.","
      USED MOTOR VEHICLE AND PARTS COMMISSION DEALER LICENSE SEARCH    "
http://data.ok.gov/sites/default/files/WEBSITE%20SM%20QUERY.csv,"This database contains a list of individuals licensed by the Used Motor Vehicle and Parts Commission to sale used motor vehicles. Salespersons that are employed by a Franchise Dealership will not appear in this database, their license is issued by the Motor Vehicle Commission.","
      Licensed Used Motor Vehicle Salesperson Database    "
http://data.ok.gov/sites/default/files/res_oklahoma_public_library_directory_p78h-dq3e.csv,List of public libraries and their locations in the State of Oklahoma.,"
      Oklahoma Public Library Directory    "
http://data.ok.gov/sites/default/files/res_regional_tier_graduation_rate__-_line_chart_cx4t-uhvz.csv,Increase the average graduation rate at regional tier institutions from 37.5% in 2014 to 38.4% by 2018.,"
      Regional Tier Graduation Rate    "
http://data.ok.gov/sites/default/files/res_okstatestat_monthly_visits_4kkb-qkvv.csv,"Increase the average monthly visits to OKStateStat.ok.gov from 3,210 in 2014 to 15,000 by 2018.","
      OKStateStat Monthly Visits    "
http://data.ok.gov/sites/default/files/res_ohfa_advantage_lenders_2gkt-3efr.csv,Listing of companies that offer loans through the OHFA Advantage program.,"
      OHFA Advantage Lenders    "
http://data.ok.gov/sites/default/files/res_security_risk_rating_d65b-yb9i_0.csv,Increase the state government rating of security risk from 60% in 2014 to 70% by 2018.,"
      Security Risk Rating    "
http://data.ok.gov/sites/default/files/res_two-year_tier_graduation_rate_x72u-bfyx.csv,Increase the average graduation rate at two-year tier institutions from 16% in 2014 to 16.6% by 2018.,"
      Two-Year Tier Graduation Rate    "
http://data.ok.gov/sites/default/files/res_infant_death_rate_hetc-ue6u.csv,"Decrease the rate of infant deaths per 1,000 live births from 7.5 in 2012 to 6.5 by 2018.","
      Infant Death Rate    "
http://data.ok.gov/sites/default/files/res_tax_return_error_rate_-_column_chart_uevs-gnju.csv,Decrease the percentage of income tax returns rejected due to error from 3.7% in 2013 to 2% by 2018.,"
      Tax Return Error Rate    "
http://data.ok.gov/sites/default/files/res_serious_vehicle_injuries_-_column_chart_5kgp-82xj.csv,"Decrease the rate of serious injuries per 100,000,000 vehicle miles traveled from 33.9 in 2012 to 30.9 by 2017.","
      Serious Vehicle Injuries    "
http://data.ok.gov/sites/default/files/res_youth_unemployment_amxd-c8e8.csv,Decrease the state youth unemployment rate (ages 16-19) from 19.9% in 2013 to 15.0% by 2017.,"
      Youth Unemployment    "
http://data.ok.gov/sites/default/files/res_oklahoma_annual_investment_performance_chart%2C_fy_2004-2011_k5ga-mzky.csv,"Data showing the earnings generated from the investment of state funds by the State Treasurer, beginning in fiscal year 2004.","
      Oklahoma Annual Investment Performance    "
http://data.ok.gov/sites/default/files/res_it_first_call_resolution_rate_v9vs-k3yj.csv,Increase the percentage of issues resolved by the IT Service Desk on the first call from 54% in 2014 to 66% by 2019.,"
      IT First Call Resolution Rate    "
http://data.ok.gov/sites/default/files/res_low_performing_schools_umbb-nhpq.csv,Decrease the percentage of schools that receive an “F” on the Oklahoma A-F Report Card from 11.2% in 2014 to 6% by 2018.,"
      Low Performing Schools    "
http://data.ok.gov/sites/default/files/res_microenterprise_ownership_-_column_chart_y65a-sz23.csv,Increase the microenterprise ownership rate from 16.8% in 2011 to 17.3% by 2017.,"
      Microenterprise Ownership    "
http://data.ok.gov/sites/default/files/res_research_tier_graduation_rate_-_line_chart_euq8-jd2x.csv,Increase the average graduation rate at research tier institutions from 69% in 2014 to 73% by 2018.,"
      Research Tier Graduation Rate    "
http://data.ok.gov/sites/default/files/res_average_daily_attendance_rate_-_line_chart_bm97-vn7f.csv,Increase the average daily attendance rate in schools from 94.7% in 2014 to 96.7% by 2018.,"
      Average Daily Attendance Rate    "
